date,n_positive,n_negative,n_neutral,n_total,neutral_ratio,s1_primary,s2_alternate,s3_prob_weighted,s4_conf_weighted,avg_confidence,avg_pos_prob,avg_neg_prob,avg_neu_prob
2018-11-04,19,26,46,91,0.5055,-0.155556,-0.076923,-0.11571,-0.192308,0.6452,0.2414,0.3571,0.4014
2018-11-05,47,63,85,195,0.4359,-0.145455,-0.082051,-0.108187,-0.232877,0.6677,0.276,0.3842,0.3397
2018-11-06,53,45,88,186,0.4731,0.081633,0.043011,-0.01136,0.033333,0.6607,0.3138,0.3251,0.3611
2018-11-07,57,30,57,144,0.3958,0.310345,0.1875,0.098072,0.290323,0.6855,0.3879,0.2899,0.3222
2018-11-08,22,58,73,153,0.4771,-0.45,-0.235294,-0.248663,-0.545455,0.6927,0.2016,0.4502,0.3482
2018-11-09,41,57,57,155,0.3677,-0.163265,-0.103226,-0.137951,-0.186667,0.7068,0.2861,0.4241,0.2899
2018-11-10,20,26,21,67,0.3134,-0.130435,-0.089552,-0.126694,-0.133333,0.6923,0.2945,0.4212,0.2843
2018-11-11,20,21,38,79,0.481,-0.02439,-0.012658,-0.091892,0.030303,0.6942,0.2711,0.363,0.3659
2018-11-12,34,47,53,134,0.3955,-0.160494,-0.097015,-0.099047,-0.166667,0.6858,0.2966,0.3956,0.3078
2018-11-13,45,66,49,160,0.3062,-0.189189,-0.13125,-0.134003,-0.138889,0.7004,0.2973,0.4313,0.2714
2018-11-14,45,58,54,157,0.3439,-0.126214,-0.082803,-0.10654,-0.063291,0.7155,0.3016,0.4082,0.2902
2018-11-15,54,48,68,170,0.4,0.058824,0.035294,-0.030947,0.069444,0.6865,0.3208,0.3517,0.3275
2018-11-16,30,31,54,115,0.4696,-0.016393,-0.008696,-0.044656,0.083333,0.6906,0.3106,0.3553,0.3341
2018-11-17,12,9,33,54,0.6111,0.142857,0.055556,-0.071233,0.142857,0.6373,0.2573,0.3285,0.4142
2018-11-18,19,17,35,71,0.493,0.055556,0.028169,-0.074958,-0.047619,0.6479,0.2731,0.3481,0.3788
2018-11-19,49,52,71,172,0.4128,-0.029703,-0.017442,-0.066768,0.0,0.6954,0.3039,0.3707,0.3254
2018-11-20,57,74,70,201,0.3483,-0.129771,-0.084577,-0.127904,-0.224299,0.7252,0.2945,0.4224,0.2831
2018-11-21,47,91,82,220,0.3727,-0.318841,-0.2,-0.20399,-0.40404,0.6979,0.2474,0.4514,0.3011
2018-11-22,44,53,78,175,0.4457,-0.092784,-0.051429,-0.07562,-0.067568,0.6964,0.2977,0.3734,0.3289
2018-11-23,24,30,52,106,0.4906,-0.111111,-0.056604,-0.093052,-0.102564,0.6686,0.2718,0.3648,0.3634
2018-11-24,7,25,38,70,0.5429,-0.5625,-0.257143,-0.233003,-0.64,0.6623,0.2033,0.4363,0.3604
2018-11-25,9,15,34,58,0.5862,-0.25,-0.103448,-0.124256,-0.166667,0.6542,0.2223,0.3465,0.4312
2018-11-26,59,42,66,167,0.3952,0.168317,0.101796,-0.000408,0.043478,0.6857,0.3357,0.3361,0.3282
2018-11-27,35,45,78,158,0.4937,-0.125,-0.063291,-0.093476,-0.105263,0.678,0.2735,0.367,0.3594
2018-11-28,53,52,64,169,0.3787,0.009524,0.005917,-0.043772,-0.041096,0.7016,0.3179,0.3616,0.3205
2018-11-29,66,50,81,197,0.4112,0.137931,0.081218,0.008172,0.094118,0.6909,0.343,0.3348,0.3222
2018-11-30,58,55,86,199,0.4322,0.026549,0.015075,-0.04471,-0.012048,0.6964,0.3128,0.3575,0.3297
2018-12-01,18,31,35,84,0.4167,-0.265306,-0.154762,-0.133056,-0.058824,0.6851,0.2623,0.3954,0.3423
2018-12-02,11,24,37,72,0.5139,-0.371429,-0.180556,-0.184577,-0.3,0.6604,0.2201,0.4046,0.3753
2018-12-03,62,54,81,197,0.4112,0.068966,0.040609,-0.025152,0.076923,0.7039,0.3286,0.3537,0.3178
2018-12-04,49,53,59,161,0.3665,-0.039216,-0.024845,-0.038357,0.046154,0.6924,0.321,0.3594,0.3196
2018-12-05,46,66,104,216,0.4815,-0.178571,-0.092593,-0.161575,-0.360465,0.6895,0.2399,0.4015,0.3586
2018-12-06,49,84,68,201,0.3383,-0.263158,-0.174129,-0.180691,-0.357143,0.7076,0.2656,0.4463,0.2881
2018-12-07,44,48,47,139,0.3381,-0.043478,-0.028777,-0.08602,-0.206349,0.6912,0.3075,0.3935,0.299
2018-12-08,13,24,28,65,0.4308,-0.297297,-0.169231,-0.202713,-0.5,0.6703,0.2338,0.4365,0.3297
2018-12-09,12,24,35,71,0.493,-0.333333,-0.169014,-0.154495,0.047619,0.6515,0.2208,0.3753,0.4039
2018-12-10,38,98,90,226,0.3982,-0.441176,-0.265487,-0.259556,-0.495238,0.7057,0.2099,0.4694,0.3207
2018-12-11,37,76,76,189,0.4021,-0.345133,-0.206349,-0.198479,-0.27027,0.6802,0.2314,0.4298,0.3388
2018-12-12,54,45,91,190,0.4789,0.090909,0.047368,-0.035005,-0.013514,0.6759,0.3038,0.3388,0.3574
2018-12-13,56,49,97,202,0.4802,0.066667,0.034653,-0.021323,0.054054,0.6702,0.3097,0.331,0.3593
2018-12-14,40,49,88,177,0.4972,-0.101124,-0.050847,-0.103101,-0.090909,0.6635,0.2622,0.3653,0.3724
2018-12-15,12,18,30,60,0.5,-0.2,-0.1,-0.149209,-0.263158,0.6625,0.2423,0.3915,0.3663
2018-12-16,6,7,32,45,0.7111,-0.076923,-0.022222,-0.063721,-0.1,0.6321,0.2454,0.3091,0.4456
2018-12-17,42,65,44,151,0.2914,-0.214953,-0.152318,-0.131847,-0.207317,0.7242,0.2991,0.4309,0.2699
2018-12-18,44,54,60,158,0.3797,-0.102041,-0.063291,-0.1074,-0.171053,0.7129,0.2924,0.3998,0.3078
2018-12-19,49,50,63,162,0.3889,-0.010101,-0.006173,-0.090055,-0.097222,0.7047,0.2972,0.3872,0.3156
2018-12-20,47,61,68,176,0.3864,-0.12963,-0.079545,-0.086637,-0.158537,0.7002,0.3053,0.392,0.3027
2018-12-21,43,65,51,159,0.3208,-0.203704,-0.138365,-0.141643,-0.253012,0.7111,0.2931,0.4347,0.2722
2018-12-22,8,27,23,58,0.3966,-0.542857,-0.327586,-0.281308,-0.615385,0.6956,0.1959,0.4772,0.3268
2018-12-23,15,22,25,62,0.4032,-0.189189,-0.112903,-0.137508,-0.25,0.6851,0.2604,0.3979,0.3417
2018-12-24,51,68,65,184,0.3533,-0.142857,-0.092391,-0.098428,-0.170455,0.6977,0.3001,0.3985,0.3014
2018-12-25,22,34,36,92,0.3913,-0.214286,-0.130435,-0.145841,-0.25,0.7194,0.2726,0.4184,0.309
2018-12-26,60,58,48,166,0.2892,0.016949,0.012048,-0.031438,-0.045455,0.7302,0.3578,0.3892,0.253
2019-01-01,51,29,63,143,0.4406,0.275,0.153846,0.073388,0.37037,0.6744,0.3677,0.2943,0.3381
2019-01-02,44,48,60,152,0.3947,-0.043478,-0.026316,-0.075532,-0.189189,0.7122,0.3158,0.3913,0.293
2019-01-03,34,69,47,150,0.3133,-0.339806,-0.233333,-0.248657,-0.4875,0.7297,0.2471,0.4958,0.257
2019-01-04,48,66,49,163,0.3006,-0.157895,-0.110429,-0.104723,-0.106383,0.7353,0.3196,0.4244,0.256
2019-01-05,17,13,29,59,0.4915,0.133333,0.067797,-0.031766,-0.047619,0.6768,0.2986,0.3304,0.3709
2019-01-06,19,23,27,69,0.3913,-0.095238,-0.057971,-0.054372,-0.032258,0.6885,0.309,0.3634,0.3275
2019-01-07,72,31,81,184,0.4402,0.398058,0.222826,0.095494,0.361446,0.7007,0.3881,0.2926,0.3193
2019-01-08,42,55,69,166,0.4157,-0.134021,-0.078313,-0.127808,-0.217949,0.7142,0.2824,0.4102,0.3074
2019-01-09,53,49,59,161,0.3665,0.039216,0.024845,-0.025369,0.0,0.7221,0.3504,0.3757,0.2739
2019-01-10,45,41,65,151,0.4305,0.046512,0.02649,-0.014435,0.059701,0.6932,0.3225,0.3369,0.3406
2019-01-11,48,47,47,142,0.331,0.010526,0.007042,-0.05368,-0.044776,0.7079,0.3271,0.3808,0.2922
2019-01-12,12,13,22,47,0.4681,-0.04,-0.021277,-0.081535,-0.428571,0.6515,0.2655,0.3471,0.3874
2019-01-13,15,21,34,70,0.4857,-0.166667,-0.085714,-0.148154,-0.277778,0.65,0.2322,0.3804,0.3874
2019-01-14,45,63,58,166,0.3494,-0.166667,-0.108434,-0.124794,-0.291139,0.7091,0.2974,0.4222,0.2804
2019-01-15,58,56,87,201,0.4328,0.017544,0.00995,-0.022385,0.021978,0.694,0.3295,0.3519,0.3187
2019-01-16,56,37,61,154,0.3961,0.204301,0.123377,0.024644,0.142857,0.6951,0.356,0.3313,0.3127
2019-01-17,49,51,69,169,0.4083,-0.02,-0.011834,-0.051176,-0.052632,0.688,0.3193,0.3705,0.3102
2019-01-18,49,41,46,136,0.3382,0.088889,0.058824,-0.010016,-0.014706,0.7171,0.3485,0.3585,0.293
2019-01-19,21,22,34,77,0.4416,-0.023256,-0.012987,-0.079204,-0.26087,0.664,0.2745,0.3537,0.3718
2019-01-20,16,15,26,57,0.4561,0.032258,0.017544,-0.035426,0.058824,0.6365,0.2968,0.3323,0.3709
2019-01-21,24,34,45,103,0.4369,-0.172414,-0.097087,-0.088344,-0.093023,0.6794,0.2856,0.3739,0.3405
2019-01-22,40,42,76,158,0.481,-0.02439,-0.012658,-0.063436,-0.114754,0.6813,0.2899,0.3533,0.3568
2019-01-23,36,34,62,132,0.4697,0.028571,0.015152,-0.050681,-0.057692,0.667,0.297,0.3477,0.3553
2019-01-24,41,34,62,137,0.4526,0.093333,0.051095,-0.033439,-0.054545,0.694,0.3087,0.3421,0.3492
2019-01-25,45,33,63,141,0.4468,0.153846,0.085106,0.024372,0.196429,0.6852,0.3354,0.311,0.3535
2019-01-26,16,12,25,53,0.4717,0.142857,0.075472,-0.03565,-0.111111,0.6607,0.3023,0.3379,0.3598
2019-01-27,11,16,20,47,0.4255,-0.185185,-0.106383,-0.132724,-0.285714,0.6704,0.2567,0.3894,0.354
2019-01-28,31,33,46,110,0.4182,-0.03125,-0.018182,-0.069194,-0.019231,0.7176,0.3028,0.372,0.3253
2019-01-29,31,48,54,133,0.406,-0.21519,-0.12782,-0.153273,-0.322034,0.6998,0.2651,0.4184,0.3165
2019-01-30,42,41,51,134,0.3806,0.012048,0.007463,-0.061784,-0.125,0.6948,0.3089,0.3707,0.3204
2019-01-31,40,38,59,137,0.4307,0.025641,0.014599,-0.019876,0.035714,0.6816,0.3289,0.3487,0.3224
2019-02-01,88,49,108,245,0.4408,0.284672,0.159184,0.064004,0.309278,0.6754,0.3644,0.3004,0.3352
2019-02-02,27,21,31,79,0.3924,0.125,0.075949,-8.4e-05,0.205882,0.6776,0.3381,0.3381,0.3238
2019-02-03,14,15,25,54,0.463,-0.034483,-0.018519,-0.067557,-0.181818,0.6658,0.2882,0.3558,0.356
2019-02-04,41,40,45,126,0.3571,0.012346,0.007937,-0.050222,0.0,0.6837,0.322,0.3722,0.3059
2019-02-05,34,33,43,110,0.3909,0.014925,0.009091,-0.046105,0.08,0.6879,0.3168,0.3629,0.3203
2019-02-06,40,27,76,143,0.5315,0.19403,0.090909,0.006349,0.170213,0.6598,0.3121,0.3057,0.3822
2019-02-07,63,48,75,186,0.4032,0.135135,0.080645,-0.013721,0.028571,0.6678,0.3298,0.3436,0.3266
2019-02-08,34,47,50,131,0.3817,-0.160494,-0.099237,-0.126472,-0.206897,0.7056,0.2844,0.4108,0.3048
2019-02-09,13,16,18,47,0.383,-0.103448,-0.06383,-0.144471,-0.444444,0.6754,0.2658,0.4103,0.324
2019-02-10,14,11,31,56,0.5536,0.12,0.053571,0.00519,0.294118,0.6354,0.3017,0.2965,0.4018
2019-02-11,35,41,57,133,0.4286,-0.078947,-0.045113,-0.094551,-0.188679,0.6898,0.2913,0.3859,0.3228
2019-02-12,50,39,40,129,0.3101,0.123596,0.085271,0.011014,0.075758,0.7071,0.3642,0.3532,0.2825
2019-02-13,43,38,43,124,0.3468,0.061728,0.040323,0.051623,0.169492,0.7013,0.3806,0.329,0.2904
2019-02-14,43,35,45,123,0.3659,0.102564,0.065041,-0.003077,0.0,0.697,0.3431,0.3462,0.3107
2019-02-15,32,41,24,97,0.2474,-0.123288,-0.092784,-0.135022,-0.296296,0.7241,0.3112,0.4463,0.2425
2019-02-16,10,14,21,45,0.4667,-0.166667,-0.088889,-0.128357,-0.222222,0.6926,0.2636,0.392,0.3443
2019-02-17,13,17,21,51,0.4118,-0.133333,-0.078431,-0.126475,-0.217391,0.6673,0.2497,0.3761,0.3742
2019-02-18,36,39,63,138,0.4565,-0.04,-0.021739,-0.05087,-0.061224,0.6639,0.3008,0.3517,0.3475
2019-02-19,40,31,49,120,0.4083,0.126761,0.075,-0.037091,-0.045455,0.6617,0.3212,0.3583,0.3205
2019-02-20,51,22,46,119,0.3866,0.39726,0.243697,0.1115,0.208333,0.6649,0.393,0.2815,0.3255
2019-02-21,47,25,59,131,0.4504,0.305556,0.167939,0.043613,0.22449,0.6594,0.3434,0.2997,0.3569
2019-02-22,38,33,48,119,0.4034,0.070423,0.042017,-0.024822,-0.020833,0.6682,0.3194,0.3442,0.3364
2019-02-23,30,8,31,69,0.4493,0.578947,0.318841,0.164377,0.461538,0.6723,0.3861,0.2217,0.3923
2019-02-24,9,16,30,55,0.5455,-0.28,-0.127273,-0.166175,-0.526316,0.6758,0.2219,0.388,0.3901
2019-02-25,42,27,40,109,0.367,0.217391,0.137615,0.07331,0.23913,0.6889,0.3834,0.3101,0.3065
2019-02-26,28,30,49,107,0.4579,-0.034483,-0.018692,-0.057844,-0.191489,0.6943,0.3075,0.3653,0.3272
2019-02-27,38,29,46,113,0.4071,0.134328,0.079646,-0.003739,0.0,0.6958,0.3427,0.3464,0.3109
2019-02-28,50,50,58,158,0.3671,0.0,0.0,-0.090611,-0.214286,0.7058,0.3017,0.3923,0.306
2019-03-01,32,56,49,137,0.3577,-0.272727,-0.175182,-0.137493,-0.137931,0.7033,0.2869,0.4244,0.2888
2019-03-02,15,18,25,58,0.431,-0.090909,-0.051724,-0.065636,-0.181818,0.6668,0.2943,0.3599,0.3459
2019-03-03,9,6,13,28,0.4643,0.2,0.107143,0.028538,0.0,0.6654,0.3365,0.3079,0.3556
2019-03-04,21,19,42,82,0.5122,0.05,0.02439,-0.036415,0.0,0.6886,0.2987,0.3351,0.3662
2019-03-05,59,56,49,164,0.2988,0.026087,0.018293,-0.025172,-0.038462,0.7093,0.3507,0.3758,0.2735
2019-03-06,46,34,54,134,0.403,0.15,0.089552,0.024035,0.107143,0.6837,0.35,0.326,0.324
2019-03-07,34,38,40,112,0.3571,-0.055556,-0.035714,-0.103301,-0.320755,0.7016,0.3036,0.4069,0.2895
2019-03-08,34,42,47,123,0.3821,-0.105263,-0.065041,-0.112091,-0.264151,0.6934,0.2938,0.4058,0.3004
2019-03-09,14,18,27,59,0.4576,-0.125,-0.067797,-0.106394,-0.368421,0.6627,0.264,0.3704,0.3655
2019-03-10,13,7,14,34,0.4118,0.3,0.176471,0.060762,0.142857,0.6721,0.3578,0.297,0.3452
2019-03-11,55,42,36,133,0.2707,0.134021,0.097744,0.082223,0.181818,0.7408,0.4187,0.3365,0.2449
2019-03-12,52,31,55,138,0.3986,0.253012,0.152174,0.072383,0.19403,0.7066,0.3819,0.3095,0.3086
2019-03-13,42,36,57,135,0.4222,0.076923,0.044444,-0.018537,0.016949,0.6879,0.3199,0.3385,0.3416
2019-03-14,51,42,45,138,0.3261,0.096774,0.065217,0.020532,0.101449,0.7095,0.3734,0.3528,0.2738
2019-03-15,48,27,46,121,0.3802,0.28,0.173554,0.113535,0.274194,0.7329,0.4077,0.2941,0.2982
2019-03-16,13,9,25,47,0.5319,0.181818,0.085106,0.008243,0.0,0.6682,0.3033,0.2951,0.4016
2019-03-17,17,12,24,53,0.4528,0.172414,0.09434,0.020699,0.227273,0.6846,0.328,0.3073,0.3647
2019-03-18,46,26,47,119,0.395,0.277778,0.168067,0.067686,0.150943,0.699,0.3818,0.3141,0.304
2019-03-19,45,30,44,119,0.3697,0.2,0.12605,0.065322,0.211538,0.694,0.3759,0.3106,0.3136
2019-03-20,40,33,46,119,0.3866,0.09589,0.058824,0.016394,0.104167,0.6828,0.3515,0.3351,0.3134
2019-03-21,10,13,16,39,0.4103,-0.130435,-0.076923,-0.078363,0.076923,0.672,0.2923,0.3707,0.337
2019-03-22,37,30,45,112,0.4018,0.104478,0.0625,0.006524,0.102041,0.6818,0.3498,0.3433,0.3069
2019-03-23,14,14,16,44,0.3636,0.0,0.0,-0.050303,-0.045455,0.7146,0.3343,0.3846,0.281
2019-03-24,16,11,23,50,0.46,0.185185,0.1,0.017383,0.222222,0.659,0.3284,0.3111,0.3605
2019-03-25,46,62,39,147,0.2653,-0.148148,-0.108844,-0.134896,-0.220779,0.7241,0.3065,0.4414,0.2521
2019-03-26,35,34,51,120,0.425,0.014493,0.008333,-0.036994,0.072727,0.7076,0.3302,0.3672,0.3025
2019-03-27,39,27,44,110,0.4,0.181818,0.109091,0.043822,0.12766,0.6831,0.3631,0.3193,0.3176
2019-03-28,32,45,52,129,0.4031,-0.168831,-0.100775,-0.093961,-0.169811,0.6833,0.2944,0.3884,0.3172
2019-03-29,48,41,44,133,0.3308,0.078652,0.052632,0.016013,0.128571,0.7148,0.3693,0.3533,0.2775
2019-03-30,17,16,18,51,0.3529,0.030303,0.019608,-0.044833,-0.142857,0.6296,0.3091,0.3539,0.337
2019-03-31,13,18,18,49,0.3673,-0.16129,-0.102041,-0.069961,0.04,0.6872,0.3021,0.3721,0.3258
2019-04-01,48,15,38,101,0.3762,0.52381,0.326733,0.247434,0.591837,0.7146,0.4768,0.2294,0.2938
2019-04-02,47,40,65,152,0.4276,0.08046,0.046053,-0.009553,0.034483,0.6623,0.3283,0.3378,0.3339
2019-04-03,37,31,73,141,0.5177,0.088235,0.042553,-0.013627,0.055556,0.675,0.3097,0.3233,0.367
2019-04-04,55,58,72,185,0.3892,-0.026549,-0.016216,-0.060123,-0.060976,0.6868,0.314,0.3741,0.312
2019-04-05,46,39,66,151,0.4371,0.082353,0.046358,0.016343,0.166667,0.6934,0.3368,0.3205,0.3427
2019-04-06,19,9,19,47,0.4043,0.357143,0.212766,0.122449,0.555556,0.6657,0.3947,0.2722,0.3332
2019-04-07,13,14,31,58,0.5345,-0.037037,-0.017241,-0.072971,-0.222222,0.6573,0.2563,0.3293,0.4144
2019-04-08,51,45,57,153,0.3725,0.0625,0.039216,-0.006318,0.028986,0.6955,0.3438,0.3502,0.306
2019-04-09,41,39,48,128,0.375,0.025,0.015625,-0.024945,0.030303,0.7181,0.3362,0.3612,0.3025
2019-04-10,36,39,49,124,0.3952,-0.04,-0.024194,-0.055516,-0.018519,0.6949,0.3155,0.371,0.3135
2019-04-11,35,29,48,112,0.4286,0.09375,0.053571,0.028005,0.212766,0.6778,0.3503,0.3223,0.3274
2019-04-12,33,58,42,133,0.3158,-0.274725,-0.18797,-0.185585,-0.380952,0.7062,0.2597,0.4453,0.295
2019-04-13,19,17,24,60,0.4,0.055556,0.033333,-0.043475,-0.173913,0.6634,0.3086,0.3521,0.3393
2019-04-14,16,15,27,58,0.4655,0.032258,0.017241,0.045573,0.173913,0.7005,0.3464,0.3008,0.3528
2019-04-15,45,33,54,132,0.4091,0.153846,0.090909,0.039778,0.160714,0.693,0.3553,0.3155,0.3293
2019-04-16,42,31,50,123,0.4065,0.150685,0.089431,0.012781,0.08,0.6911,0.3357,0.3229,0.3415
2019-04-17,32,34,33,99,0.3333,-0.030303,-0.020202,-0.039773,0.020408,0.7108,0.3398,0.3796,0.2806
2019-04-18,33,25,38,96,0.3958,0.137931,0.083333,0.011069,0.181818,0.7001,0.3557,0.3446,0.2997
2019-04-19,21,23,34,78,0.4359,-0.045455,-0.025641,-0.065367,-0.166667,0.6692,0.3,0.3653,0.3347
2019-04-20,10,7,17,34,0.5,0.176471,0.088235,-0.025794,0.0,0.671,0.3162,0.342,0.3418
2019-04-21,16,11,25,52,0.4808,0.185185,0.096154,0.053147,0.142857,0.6888,0.3511,0.298,0.3509
2019-04-22,33,45,38,116,0.3276,-0.153846,-0.103448,-0.13141,-0.210526,0.7163,0.291,0.4224,0.2866
2019-04-23,48,39,49,136,0.3603,0.103448,0.066176,-0.003549,0.092308,0.6969,0.3504,0.3539,0.2957
2019-04-24,52,30,49,131,0.374,0.268293,0.167939,0.09001,0.275862,0.6913,0.4007,0.3107,0.2886
2019-04-25,37,39,35,111,0.3153,-0.026316,-0.018018,-0.044472,-0.035088,0.7186,0.3391,0.3835,0.2774
2019-04-26,37,31,35,103,0.3398,0.088235,0.058252,0.013497,0.166667,0.7127,0.3673,0.3538,0.2789
2019-04-27,15,19,15,49,0.3061,-0.117647,-0.081633,-0.075224,-0.2,0.6912,0.3104,0.3856,0.304
2019-04-28,11,8,26,45,0.5778,0.157895,0.066667,0.012054,0.133333,0.6718,0.2952,0.2832,0.4216
2019-04-29,27,34,44,105,0.419,-0.114754,-0.066667,-0.128323,-0.157895,0.6893,0.2593,0.3877,0.353
2019-04-30,33,58,39,130,0.3,-0.274725,-0.192308,-0.193619,-0.384615,0.7174,0.2668,0.4604,0.2728
2019-05-01,14,33,39,86,0.4535,-0.404255,-0.22093,-0.219675,-0.475,0.7066,0.2209,0.4406,0.3386
2019-05-02,36,44,29,109,0.2661,-0.1,-0.073394,-0.095902,-0.152542,0.7304,0.3252,0.4211,0.2538
2019-05-03,24,36,43,103,0.4175,-0.2,-0.116505,-0.139704,-0.285714,0.7104,0.2716,0.4113,0.317
2019-05-04,11,22,21,54,0.3889,-0.333333,-0.203704,-0.147238,-0.2,0.6717,0.2682,0.4154,0.3164
2019-05-05,9,19,22,50,0.44,-0.357143,-0.2,-0.225151,-0.36,0.7271,0.2226,0.4478,0.3296
2019-05-06,32,51,36,119,0.3025,-0.228916,-0.159664,-0.144494,-0.25,0.7245,0.2918,0.4363,0.2719
2019-05-07,43,53,67,163,0.411,-0.104167,-0.06135,-0.103206,-0.191781,0.7103,0.2937,0.3969,0.3094
2019-05-08,33,62,35,130,0.2692,-0.305263,-0.223077,-0.21276,-0.347222,0.7398,0.2702,0.483,0.2467
2019-05-09,30,63,50,143,0.3497,-0.354839,-0.230769,-0.23386,-0.540984,0.694,0.2289,0.4628,0.3083
2019-05-10,29,54,33,116,0.2845,-0.301205,-0.215517,-0.179855,-0.258621,0.6993,0.2636,0.4435,0.2929
2019-05-11,7,20,18,45,0.4,-0.481481,-0.288889,-0.256882,-0.526316,0.6733,0.2105,0.4673,0.3222
2019-05-12,11,24,20,55,0.3636,-0.371429,-0.236364,-0.255169,-0.466667,0.7004,0.2135,0.4687,0.3178
2019-05-13,39,71,38,148,0.2568,-0.290909,-0.216216,-0.1726,-0.4125,0.7261,0.2873,0.4599,0.2529
2019-05-14,41,59,47,147,0.3197,-0.18,-0.122449,-0.124234,-0.277778,0.7037,0.3004,0.4246,0.2751
2019-05-15,40,35,42,117,0.359,0.066667,0.042735,-0.021297,0.041667,0.7026,0.3364,0.3577,0.306
2019-05-16,44,30,45,119,0.3782,0.189189,0.117647,0.032453,0.103448,0.6963,0.3662,0.3337,0.3001
2019-05-17,39,50,40,129,0.3101,-0.123596,-0.085271,-0.093373,-0.126984,0.7254,0.3125,0.4059,0.2817
2019-05-18,13,14,14,41,0.3415,-0.037037,-0.02439,-0.04031,0.066667,0.6769,0.3234,0.3637,0.3128
2019-05-19,12,18,33,63,0.5238,-0.2,-0.095238,-0.099663,-0.125,0.6761,0.2559,0.3555,0.3886
2019-05-20,55,34,58,147,0.3946,0.235955,0.142857,0.081005,0.298507,0.6954,0.3761,0.2951,0.3289
2019-05-21,44,33,57,134,0.4254,0.142857,0.08209,0.008192,0.102041,0.6863,0.3365,0.3283,0.3352
2019-05-22,29,40,56,125,0.448,-0.15942,-0.088,-0.101814,-0.1,0.7161,0.2839,0.3857,0.3303
2019-05-23,69,41,74,184,0.4022,0.254545,0.152174,0.072001,0.166667,0.6901,0.3665,0.2945,0.3389
2019-05-24,58,38,57,153,0.3725,0.208333,0.130719,0.065142,0.194444,0.7095,0.3799,0.3147,0.3054
2019-05-25,12,10,37,59,0.6271,0.090909,0.033898,-0.019238,0.095238,0.6755,0.2788,0.298,0.4232
2019-05-26,19,11,23,53,0.434,0.266667,0.150943,0.076947,0.291667,0.708,0.3587,0.2818,0.3595
2019-05-27,41,23,57,121,0.4711,0.28125,0.14876,0.079578,0.270833,0.6949,0.3641,0.2846,0.3513
2019-05-28,46,37,66,149,0.443,0.108434,0.060403,0.010111,0.188679,0.6614,0.3334,0.3233,0.3434
2019-05-29,37,41,67,145,0.4621,-0.051282,-0.027586,-0.062768,-0.06,0.6771,0.2907,0.3535,0.3558
2019-05-30,38,50,53,141,0.3759,-0.136364,-0.085106,-0.07464,-0.05,0.6781,0.3079,0.3825,0.3096
2019-05-31,29,45,60,134,0.4478,-0.216216,-0.119403,-0.103096,-0.183333,0.6975,0.2751,0.3782,0.3467
2019-06-01,10,26,18,54,0.3333,-0.444444,-0.296296,-0.25888,-0.481481,0.7184,0.2145,0.4734,0.3121
2019-06-02,14,26,22,62,0.3548,-0.3,-0.193548,-0.164293,-0.321429,0.6824,0.2485,0.4128,0.3386
2019-06-03,59,60,50,169,0.2959,-0.008403,-0.005917,-0.012905,0.010753,0.7185,0.3553,0.3682,0.2765
2019-06-04,49,48,67,164,0.4085,0.010309,0.006098,-0.062163,-0.081967,0.6596,0.3021,0.3643,0.3336
2019-06-05,24,28,40,92,0.4348,-0.076923,-0.043478,-0.069912,0.0,0.6847,0.3013,0.3712,0.3275
2019-06-06,42,58,73,173,0.422,-0.16,-0.092486,-0.142382,-0.328571,0.6899,0.2676,0.41,0.3224
2019-06-07,25,36,56,117,0.4786,-0.180328,-0.094017,-0.125053,-0.12766,0.6814,0.2709,0.396,0.3331
2019-06-08,12,13,46,71,0.6479,-0.04,-0.014085,-0.061884,0.0,0.6131,0.2376,0.2995,0.4629
2019-06-09,19,13,40,72,0.5556,0.1875,0.083333,-0.02343,0.045455,0.654,0.2796,0.303,0.4174
2019-06-10,24,20,32,76,0.4211,0.090909,0.052632,-0.021059,0.133333,0.6828,0.323,0.3441,0.333
2019-06-11,33,31,34,98,0.3469,0.03125,0.020408,-0.040289,-0.054054,0.6625,0.3181,0.3584,0.3235
2019-06-12,25,38,49,112,0.4375,-0.206349,-0.116071,-0.126556,-0.210526,0.6568,0.2651,0.3916,0.3433
2019-06-13,41,60,79,180,0.4389,-0.188119,-0.105556,-0.141007,-0.26087,0.6787,0.2559,0.3969,0.3472
2019-06-14,57,84,107,248,0.4315,-0.191489,-0.108871,-0.10542,-0.222222,0.692,0.2855,0.3909,0.3237
2019-06-15,8,12,27,47,0.5745,-0.2,-0.085106,-0.1393,-0.333333,0.624,0.2169,0.3562,0.4269
2019-06-16,6,12,17,35,0.4857,-0.333333,-0.171429,-0.183732,-0.363636,0.6549,0.2145,0.3982,0.3872
2019-06-17,23,33,35,91,0.3846,-0.178571,-0.10989,-0.134768,-0.266667,0.7009,0.2824,0.4172,0.3004
2019-06-18,54,60,86,200,0.43,-0.052632,-0.03,-0.092358,-0.063291,0.6833,0.2814,0.3737,0.3449
2019-06-19,63,73,117,253,0.4625,-0.073529,-0.039526,-0.097376,-0.11,0.6815,0.2773,0.3747,0.348
2019-06-20,31,30,57,118,0.4831,0.016393,0.008475,-0.019547,0.125,0.6607,0.3137,0.3332,0.3531
2019-06-21,28,41,50,119,0.4202,-0.188406,-0.109244,-0.149009,-0.5,0.6576,0.2615,0.4105,0.328
